0:3:12|0:3:17|In the alleyway, two little boys walked hand in hand to the entrance of the grocery store.
0:28:5|0:28:7|The little bug looked at [Zhou Yiqing] and asked.
0:28:30|0:28:36|In the past, lost in memories, he walked slowly into the classroom with a short ponytail.
0:28:39|0:28:50|Xiaomi, who was drawing, stopped her hand movements and stared intently at the wing-shaped scar on [Zhou Yiqing]'s chest, then suddenly burst into a happy smile.
0:28:50|0:28:54|She rushed over and tightly embraced [Zhou Yiqing].
0:28:55|0:28:57|[Zhou Yiqing] was startled.
0:29:8|0:29:12|Xiaomi happily embraced Yiqing.
0:29:12|0:29:16|Yiqing also hugged her.
0:29:18|0:29:22|At this moment, Xiao Mi woke up.
0:29:25|0:29:35|Come on, A Xuan put the coat on Zhou Yiqing and looked at her tenderly.
0:29:48|0:29:56|The little bug watched as [Zhou Yiqing] embraced Xiao Mi, holding a white rose in one hand and waving it.
0:29:56|0:30:3|The little bug happily turned around and made a fist with his right hand in a celebratory gesture.
0:30:3|0:30:8|Time flies, and in the blink of an eye, the child of Fang Chongyu and A Xuan is born.
0:30:8|0:30:14|In the hospital, they cuddled together, Xiao Ke took the baby, and the two of them happily looked at their daughter.
0:30:20|0:30:29|The doctor reminded [A Xuan] to pay attention to the precautions, and he thought about how the expenses for his family would increase, his face gradually becoming serious.
0:30:29|0:30:33|He had to come back to that strange and rundown clinic room once again.
0:30:33|0:30:36|The strange doctor said,
0:30:49|0:30:53|In the grocery store, [Xiao Chong] practices marching while buying things.
0:30:53|0:30:58|The shopkeeper pointed to his own head, thinking that [Xiao Chong]'s brain was not quite normal.
0:30:58|0:31:2|And [A Xuan] was chased by the robbers past the grocery store, seen by [Xiao Chong].
0:31:2|0:31:6|[Little Worm] dropped the goods in his hands and turned to chase after [A Xuan] out the door.
0:31:6|0:31:11|The owner and his wife of the grocery store curiously walked to the door to watch.
0:31:11|0:31:13|There are two or three bandits chasing after [A Xuan] outside.
0:31:15|0:31:44|[A Xuan] used his agile skills to climb over walls and crawl through holes, while the bandits were entangled by [Xiao Chong] following closely behind, attracting the attention of the bandit gang. The bandits saw a person rushing out halfway and identified him as [A Xuan]'s accomplice, so they attacked [Xiao Chong] from behind. [Xiao Chong] knocked them down one by one and continued to chase after [A Xuan]. Seizing the opportunity, [A Xuan] jumped down from the hidden path and intercepted [Xiao Chong], who mistakenly thought he was also a bandit and pressed him firmly against the wall.
0:31:46|0:31:49|The light of the street lamp allowed [A Xuan] to see [Little Bug].
0:31:49|0:31:51|[A Xuan] let go of his hand and asked sternly.
0:31:57|0:32:1|[A Xuan] took out a box of medicine from his pocket and shook it.
0:32:22|0:32:27|[A Xuan] turned around to leave, and [Xiao Chong] snatched the medicine.
0:32:27|0:32:33|[Fang Chongyu] spilled all the pills on the ground.
0:32:33|0:32:42|[A Xuan] ruthlessly beat [Xiao Chong], then snatched the wallet from him.
0:32:44|0:32:48|[A Xuan] took the money, threw the empty bag to [Xiao Chong], and ran away.
0:32:48|0:32:58|[Xiao Chong] clenched his fists angrily and smashed the wall.
0:32:58|0:33:6|In the campus storage room, [Xiao Chong] sat on the bed, staring blankly at the poster of the international marathon race on the headboard.
0:33:6|0:33:9|[Zhou Yiqing] pushed the door open and knocked on the shelf.
0:33:12|0:33:14|[Fang Chongyu] hurriedly puts on his pants.
0:33:14|0:33:28|[Zhou Yiqing] handed over a registration form.
0:33:28|0:33:38|[Little Bug] opened his arms, wanting to embrace [Zhou Yiqing].
0:33:38|0:33:41|Yiqing twisted the little bug's wrist and knocked him down to the ground.
0:33:43|0:33:47|The little bug crawled up and asked about Zhou Yiqing's shoes.
0:33:50|0:33:54|Xiao Chongyu wrapped the shoelace that Yiqing used to bandage his wound around his wrist.
0:33:54|0:34:1|Yiqing reached out to grab it, but the little bug dodged.
0:34:2|0:34:4|Yiqing held the pair of red shoes in her hands.
0:34:11|0:34:19|Xiao Chong just took out his new shoes, but Yi Qing left. Xiao Chong looked outside the door in confusion.
0:34:19|0:34:28|On a rainy day, Fang Chongyu was practicing on the runway, limping and throwing punches, and accidentally fell down.
0:34:28|0:34:34|Zhou Yiqing walked out the door, just opened the umbrella, and saw a small bug lying on the ground, she rushed over.
0:34:38|0:34:52|Yiqing holds an umbrella with one hand and struggles to help up a small insect with the other.
0:34:52|0:34:59|Zhou Yiqing dropped the umbrella and walked towards the relic room, supporting the small insect with both hands.
0:34:59|0:35:1|The doctor looked at [Fang Chongyu].
0:35:33|0:35:35|Yiqing raised her hand, but did not strike down.
0:35:35|0:35:35|Zhou Yiqing finished speaking and then turned around and left.
0:36:3|0:36:8|The next day at the competition venue, the contestants were all actively doing warm-up exercises.
0:36:8|0:36:17|Xiao Chong and [A Xuan] locked eyes, and [A Xuan] smirked, indicating Xiao Chong to pay attention to the tall black contestant ahead.
0:36:17|0:36:27|Fang Chongyu's left leg knee and calf are wrapped in bandages, he grits his teeth and perseveres, frowning as he looks towards the surrounding group of relatives and friends, but does not see the familiar figure from before.
0:36:27|0:36:36|Fang Chongyu used his right index finger to touch his forehead, just like the way Zhou Yiqing taught him, as he walked to the front row, waiting for the competition to begin.
0:36:36|0:36:43|The starting gun goes off, and amidst the cheers of the family and friends on both sides, the contestants run forward at their own pace.
0:36:43|0:36:51|Perhaps it was Xiao Yan's influence. Fang Chongyu started running at the front, with steady steps and even breathing, as if he hadn't been injured at all.
0:36:56|0:37:2|Not long after, [A Xuan] easily caught up and turned to him tirelessly.
0:37:2|0:37:13|The little bug gritted its teeth and surpassed [A Xuan], who then accelerated past the bug. In a marathon, a test of endurance, working together side by side will undoubtedly make it easier.
0:37:13|0:37:19|[A Xuan] accompanies and motivates Xiao Chong in his own way, running side by side with him past the midway water station.
0:37:21|0:37:27|In the latter part of the competition, [A Xuan] noticed that the speed of the little bug was slowing down, and the black athlete caught up.
0:37:32|0:37:37|The little bug was gradually becoming unbearable, and the footsteps were getting heavier.
0:37:37|0:37:40|The vengeful Little Fatty deliberately chased up from behind and knocked down Little Bug.
0:37:45|0:37:50|[A Xuan] heard these words and turned back anxiously, only to see a little bug that had fallen down.
0:37:50|0:37:53|She stopped in her tracks, hesitating.
0:37:53|0:37:56|She made up her mind and turned around to push Xiaopang out of the track.
0:37:56|0:38:1|He was beaten up severely.
0:38:1|0:38:6|The little bug stood up gritting its teeth, roaring, and limped forward desperately.
0:38:17|0:38:30|The little bug tried hard to catch up with one contestant after another, but with serious injuries, it didn't run far before falling down again.
0:38:30|0:38:36|He curled up in pain on the ground, looking despairingly at his left leg oozing blood, unable to stand up.
0:38:36|0:38:43|At this moment, [Zhou Yiqing] walked over and reached out a hand to him, just like they first met on the playground.
0:38:43|0:38:45|The little bug looked up at [Zhou Yiqing].
0:39:9|0:39:15|The black contestant was the first to reach the finish line amidst the cheers and applause from the audience.
0:39:15|0:39:16|The second one is [A Xuan].
0:39:18|0:39:28|The crew draped a towel over [A Xuan], who watched the black athlete and his family celebrating nearby. Feeling unwilling to accept defeat, [A Xuan] angrily threw the towel to the ground.
0:39:34|0:39:38|In the school storage room, [Zhou Yiqing] helps to secure the brace for the little bug.
0:39:53|0:39:57|Previously, Fang Chongyu glanced at the little bug and then lowered his head in silence.
0:40:40|0:40:45|The little bug sighed and looked into [Zhou Yiqing]'s eyes, asking.
0:40:59|0:41:1|The epidemic bowed its head and pulled up the zipper of the medical bag.
0:41:25|0:41:37|A bug rolled up Zhou Yiqing's sleeve and slid its finger over the scar.
0:41:37|0:41:41|The little bug paused, and [Zhou Yiqing] stared into his eyes.
0:41:45|0:42:1|Xiao Chong and [Zhou Yiqing] gazed deeply into each other's eyes, as Xiao Chong slowly moved closer to [Zhou Yiqing], resting their foreheads together.
0:42:1|0:42:8|For a moment, the little bug suddenly frowned, then turned away from [Zhou Yiqing] and took a deep breath.
0:42:23|0:42:36|[Zhou Yiqing] watched as the little bug writhed in pain, tears sliding down from the corner of her eyes.
0:42:41|0:42:43|[Zhou Yiqing] reached out her hand and gently touched the insect's cheek.
0:42:50|0:43:6|Embracing the little bug with affection, their foreheads pressed closely together.
0:43:6|0:43:13|Late at night, Zhou Yiqing is running alone outside, using the mechanical swinging of arms and pulsing of veins as an outlet for emotions.
0:43:20|0:43:34|She ran for who knows how long, then fell to her knees on the ground, covering her chest and crying out in pain.
0:43:34|0:43:40|The darkness seemed to swallow all the sadness, helplessness, and farewells.
0:43:40|0:43:45|The cicadas are still chirping, the lights are still on, the city at night is as calm as a dream.
0:43:51|0:43:59|The next morning, [Zhou Yiqing] waited for the train at the station with a backpack on her back.
0:43:59|0:44:9|In the campus, [Xiao Chong] limped into the office and found that [Zhou Yiqing]'s desk was already empty.
0:44:26|0:44:27|Coach Pan is chewing gum.
0:44:53|0:45:2|[Little Worm] rushed out, at this moment, [Fang Chongyu]'s train arrived.
0:45:2|0:45:5|[Little Bug] ran desperately towards the train station.
0:45:11|0:45:23|[Mi Qing] sat on the train, holding the shoebox with her little brother's crooked handwriting on it, saying "I want to become the world's number one."
0:45:27|0:45:35|[Little Bug] finally arrived at the train station, but the train had already started moving. She stumbled and chased after it, but could only watch as the train went further away.
0:45:41|0:45:47|[Little Bug] returned home in a daze, only to find his father's taxi parked outside, which he had been driving for a lifetime.
0:45:47|0:45:47|In the room, the sick father is lying down receiving an IV drip.
0:46:15|0:46:20|Dad struggled to sit up.
0:46:23|0:46:24|[Zhou Yiqing] angrily turned and walked away.
0:46:39|0:46:45|[Zhou Yiqing] walked to the door, her father was still waiting inside.
0:46:45|0:46:59|[Zhou Yiqing] walked up to the taxi, looking at the old vehicle. He stood by the rolled-down window for a long time, finally deciding to follow in his father's footsteps and drive a taxi to make a living.
0:47:4|0:47:14|In the countless days and nights that followed, [Zhou Yiqing] lived a mundane life as a taxi driver.
0:47:27|0:47:39|[Chongyu Fang], who left without saying goodbye, was weighed down by the heavy realities of her brother who failed to win the championship because of himself, her father's illness, and the injury to her left leg, making it hard for her to breathe.
0:47:39|0:47:47|Long-distance running seems to have become the distant and unattainable dream hidden in her heart.
0:47:47|0:47:52|One day, [Zhou Yiqing] went out to pick up passengers as usual, when suddenly the passenger in the back seat spoke.
0:47:54|0:48:22|[Zhou Yiqing] immediately hit the brakes, causing the passenger to bump into the front seat. The passenger impatiently paid and got off the car. [Zhou Yiqing] picked up the magazine left by the passenger, which was the 1994 issue of "Runner's World". The cover featured a preview of the 7-day ultra marathon in the American Canyon. As another passenger boarded the car, [Zhou Yiqing] put away the magazine. Sorry for the inconvenience, thank you.
0:48:25|0:48:35|The passenger in the back seat was the then unknown [Jay Chou].
0:48:35|0:48:38|The car accelerated, and the cassette tape slipped out of [Jay Chou]'s hand.
0:48:57|0:49:5|The little bug excitedly showed the magazine cover to [Zhou Yiqing].
0:49:5|0:49:15|The little bug picked up the cassette tape and inserted it directly into the slot in the car to start playing.
0:49:15|0:49:18|Music started playing in the car.
0:49:18|0:49:20|The little bug continued to drive with a smile.
0:49:20|0:49:23|Before long, he turned up the volume of the music again.
0:49:25|0:49:32|[Zhou Yiqing] also began to carefully read the notice of the desert marathon event.
0:49:32|0:49:44|That day, the sun was just right, and memories of the past flooded my mind, filled with the obsession of the long-distance running dream, as well as my brother and coach Yi Qin from childhood.
0:49:54|0:50:3|[Zhou Yiqing] felt a bit embarrassed as the little bug took the tape and handed it to him.
0:50:20|0:50:24|Jay Chou handed the magazine to [A Xuan].
0:50:29|0:50:32|Jay Chou only had some loose change in his pocket.
0:51:2|0:51:6|Jay Chou ran into the TV station.
0:51:6|0:51:10|[Xiao Chong] rekindled the dream of running the desert marathon.
0:51:10|0:51:16|In his spare time driving a taxi, [Fang Chongyu] went to the hospital to take some shots and endured painful rehabilitation training.
0:51:29|0:51:31|To swim for physical fitness and lung capacity training.
0:51:38|0:51:46|He often recalls the words she used to say to him, poking his forehead with her finger.
0:52:12|0:52:27|One day, [Fang Chongyu] was reading a magazine in the car when suddenly, [A Xuan] rushed up and held a knife to his neck, threatening him.
0:52:27|0:52:33|[A Xuan] surprisedly takes off his sunglasses.
0:52:33|0:52:36|The police car drove by, and [A Xuan] suddenly lowered his head.
0:52:43|0:52:50|Suddenly, a heavy rain started pouring down.
0:52:50|0:52:58|[A Xuan] got off the car and started running desperately forward, with Xiaochong following and chasing after [A Xuan] from behind.
0:52:58|0:53:8|A Xuan is tackled by a small bug, and the two wrestle in a mud pit.
0:53:8|0:53:11|The little bug swung his fist, missed, and was counterattacked by [A Xuan].
0:53:13|0:53:18|[A Xuan] is holding a stack of money to give to Little Worm.
0:53:18|0:53:28|The bug threw the money away, pushed [A Xuan], and stood up.
0:53:28|0:53:37|[A Xuan] wiped the mud off his face.
0:53:37|0:53:41|[A Xuan] pushed the little bug into the mud, and the two started fighting again.
0:53:54|0:54:0|Xiao Chong punched [A Xuan], and both of them fell into the mud pit.
0:54:11|0:54:13|The little bug landed heavily in the mud.
0:54:27|0:54:40|[A Xuan] reached out a hand to the little bug, which clenched its teeth and yelled out loud, then grabbed [A Xuan]'s hand and stood up with the help.
0:54:40|0:54:54|[A Xuan] held the small insect in his arms as the torrential rain poured down, drowning out the tears and screams, seemingly also diluting some misunderstandings and hatred.
0:54:54|0:54:59|After the rain, the little bug worked together with [A Xuan].
0:55:10|0:55:18|[A Xuan] snatched the medicine box from Dr. Jia's hands, and his accomplice immediately rushed out to grab it. [A Xuan] threw the medicine box to Xiao Chong.
0:55:18|0:55:22|The little bug catches the medicine box, and the two of them quickly escape after succeeding.
0:55:22|0:55:30|Seeing the other person about to catch up with the little bug, he threw the backpack to [A Xuan].
0:55:30|0:55:35|[A Xuan] is carrying a backpack, with Dr. Jia chasing after him relentlessly.
0:55:35|0:55:38|[A Xuan] jumped onto a rooftop, while Dr. Jia shouted loudly.
0:55:41|0:55:46|[A Xuan] stood at a high place and threw the backpack to Xiao Chong.
0:55:46|0:55:49|The little bug jumped up, caught the backpack, and ran.
0:55:49|0:55:56|The fake doctor took out a knife and stabbed at [A Xuan], who struggled with the other person.
0:55:56|0:56:1|He picked up the flowerpot from the ground and threw it at them, gradually losing strength, and got his face cut by a knife.
0:56:3|0:56:31|Fang Chongyu left A Xuan behind and went to find the bug with a backpack, they surrounded it. The bug had to grab the beam and jump to avoid them, seeing the backpack about to be taken away, the bug kicked the opponent with its hind leg and threw the backpack to A Xuan below. A Xuan knocked down the two opponents with the backpack, climbed to a higher place, pushed down the ladder, and won a moment to catch their breath.
0:56:38|0:56:43|On the other side, Xiaochong made a call to the police.
0:56:43|0:56:49|Sergeant [A Xuan] is outnumbered and surrounded by the enemy, with no strength left to fight back.
0:56:49|0:56:57|At this moment, the alarm bell rang loudly, and the other party immediately fled.
0:56:57|0:57:0|[A Xuan] leaned against the wall with a smile, lighting a cigarette for himself.
0:57:7|0:57:12|The little bug parked the car not far from [A Xuan], and two people got in.
0:57:12|0:57:17|One of the passengers turns out to be [Zhou Yiqing].
0:57:17|0:57:27|The little bug looked at [Zhou Yiqing] in the aftermath, then glanced at [A Xuan] being interrogated in the corner, gritted its teeth and started the car.
0:57:30|0:57:38|Yiqing recognized Xiaochong and kept looking ahead on the road, the man beside her asked in confusion.
